timestamp,categoria,documento,chunks,tokens,custo_usd,status
2026-02-28T01:14:52.995498,administrativo,criacao_de_carreiras_e_organizacao_de_cargos_efetivos_das_autarquias_especiais_denominadas_agencias_reguladoras_lei_10871,33,14695,0.000294,success
2026-02-28T01:14:56.061619,administrativo,crimes_de_responsabilidade_lei_1079,0,0,0,error: Failed to ingest document crimes_de_responsabilida
2026-02-28T01:15:00.189433,administrativo,decreto_11531,17,8081,0.000162,success
2026-02-28T01:15:00.570883,administrativo,decreto_83937_de_1979,2,568,1.1e-05,success
2026-02-28T01:15:01.966036,administrativo,decreto_9310,65,30674,0.000613,success
2026-02-28T01:15:02.297471,administrativo,desaprapriacao_por_interesse_social_lei_4132,2,941,1.9e-05,success
2026-02-28T01:15:02.754453,administrativo,desapropriacao_por_utilidade_publica_de_imovel_residencial_urbano_dl_1075,2,764,1.5e-05,success
2026-02-28T01:15:03.778280,administrativo,desapropriacao_por_utilidade_publica_dec_3365,22,9883,0.000198,success
2026-02-28T01:15:04.095597,administrativo,direito_de_as_maes_amamentarem_seus_filhos_durante_a_realizacao_de_concursos_pub_federais_lei_13872,4,1615,3.2e-05,success
2026-02-28T01:15:04.434901,administrativo,dispoe_sobre_a_criacao_e_o_funcionamento_de_cooperativas_sociais_visando_a_integracao_social_dos_cidadaos_conforme_especifica_lei_9867,2,686,1.4e-05,success
2026-02-28T01:15:05.937030,administrativo,dispoe_sobre_a_organizacao_da_administracao_federal_dec_lei_200,60,28384,0.000568,success
2026-02-28T01:15:06.635779,administrativo,dispoe_sobre_a_politica_de_governanca_da_administracao_publica_federal_direta_autarquica_e_fundacional_decreto_9203,9,4468,8.9e-05,success
2026-02-28T01:15:07.020901,administrativo,dispoe_sobre_a_qualificacao_de_autarquias_e_fundacoes_como_agencias_executivas_dec_2487,6,2713,5.4e-05,success
2026-02-28T01:15:07.544471,administrativo,dispoe_sobre_foros_laudemios_e_taxas_de_ocupacao_relativas_a_imoveis_de_propriedade_da_uniao_dec_lei_2398,9,4202,8.4e-05,success
2026-02-28T01:15:08.044556,administrativo,dispoe_sobre_loteamento_urbano_responsabilidade_do_ioteador_concessao_de_uso_e_espaco_aereo_dec_lei_271,4,1684,3.4e-05,success
2026-02-28T01:15:08.428869,administrativo,dispoe_sobre_o_exercicio_da_profissao_de_guardador_e_lavador_autonomo_de_veiculos_automotores_lei_6242,1,445,9e-06,success
2026-02-28T01:15:09.262147,administrativo,dispoe_sobre_o_loteamento_e_a_venda_de_terrenos_para_pagamento_em_prestacoes_dec_lei_58,10,4569,9.1e-05,success
2026-02-28T01:15:09.749233,administrativo,dispoe_sobre_o_procedimento_administrativo_de_demarcacao_das_terras_indigenas_dec_1775,4,1695,3.4e-05,success
2026-02-28T01:15:10.530169,administrativo,dispoe_sobre_o_procedimento_de_manifestacao_de_interesse_pmi_dec_8428,11,5370,0.000107,success
2026-02-28T01:15:11.886054,administrativo,dispoe_sobre_os_bens_imoveis_da_uniao,55,26097,0.000522,success
2026-02-28T01:15:12.443374,administrativo,dispoe_sobre_procedimentos_a_serem_observados_por_empresas_controladas_direta_ou_indiretamente_pela_uniao_dec_1091,2,776,1.6e-05,success
2026-02-28T01:15:13.735953,administrativo,dispositivos_constitucionais_relativos_a_reforma_agraria_lei_8629,27,12574,0.000251,success
2026-02-28T01:15:14.203613,administrativo,estabelece_procedimento_especial_para_consultas_publicas_de_decretos_destinados_a_regulamentar_dispositivo_da_lei_de_licitacoes_dec_10929,1,350,7e-06,success
2026-02-28T01:15:15.522535,administrativo,estatuto_da_cidade_lei_10257,38,17525,0.000351,success
2026-02-28T01:15:16.364837,administrativo,estatuto_da_metropole_lei_13_089,12,5288,0.000106,success
2026-02-28T01:15:17.042961,administrativo,estatuto_de_museus_lei_11904,15,7341,0.000147,success
2026-02-28T01:15:17.985843,administrativo,estatuto_do_indio_lei_6001,16,7424,0.000148,success
2026-02-28T01:15:18.390808,administrativo,estatuto_geral_das_guardas_municipais_lei_13022,7,3196,6.4e-05,success
2026-02-28T01:15:20.193517,administrativo,estatuto_juridico_da_empresa_publica_sociedade_de_economia_mista_e_subsidiarias_lei_13303,66,31012,0.00062,success
2026-02-28T01:15:20.765097,administrativo,greve_lei_7783,7,3158,6.3e-05,success
2026-02-28T01:15:22.266814,administrativo,improbidade_administrativa_lei_8429,40,18114,0.000362,success
2026-02-28T01:15:22.894025,administrativo,institui_o_marco_legal_das_startups_e_do_empreendedorismo_inovador_lc_182,17,7849,0.000157,success
2026-02-28T01:15:23.879164,administrativo,institui_o_programa_auxilio_brasil_e_o_programa_alimenta_brasil_lei_14284,27,12816,0.000256,success
2026-02-28T01:15:24.847848,administrativo,institui_o_regime_disciplinar_da_policia_federal_e_da_policia_civil_do_distrito_federal_lei_15047,29,13975,0.00028,success
2026-02-28T01:15:25.759087,administrativo,lei_anticorrupcao_lei_12846,16,7553,0.000151,success
2026-02-28T01:15:26.264010,administrativo,lei_da_desburocratizacao_lei_13726,3,1412,2.8e-05,success
2026-02-28T01:15:27.233449,administrativo,lei_da_inovacao_lei_10973,30,13736,0.000275,success
2026-02-28T01:15:28.467044,administrativo,lei_das_ferrovias_e_altera_outros_diplomas_legais_lei_14273,39,18654,0.000373,success
2026-02-28T01:15:29.540000,administrativo,lei_de_acesso_a_informacao_lei_12527,25,12122,0.000242,success
2026-02-28T01:15:32.107179,administrativo,lei_de_licitacoes_e_contratos_administrativos_lei_14133,158,74979,0.0015,success
2026-02-28T01:15:34.390636,administrativo,lei_de_licitacoes_lei_8666,99,46246,0.000925,success
2026-02-28T01:15:35.536001,administrativo,lei_do_governo_digital_lei_14129,25,12032,0.000241,success
2026-02-28T01:15:36.645405,administrativo,lei_do_parcelamento_do_solo_urbano_lei_6766,42,19204,0.000384,success
2026-02-28T01:15:38.345173,administrativo,lei_do_petroleo_lei_9478,59,28238,0.000565,success
2026-02-28T01:15:39.442617,administrativo,lei_dos_portos_lei_12815,38,18539,0.000371,success
2026-02-28T01:15:40.262749,administrativo,lei_geral_das_agencias_reguladoras_federais_lei_13848,31,14632,0.000293,success
2026-02-28T01:15:41.517206,administrativo,lei_organica_a_procuradoria_geral_da_fazenda_nacional_dec_lei_147,30,13893,0.000278,success
2026-02-28T01:15:42.590920,administrativo,lei_organica_do_tribunal_de_contas_da_uniao_lei_8443,34,16496,0.00033,success
2026-02-28T01:15:43.070528,administrativo,licitacoes_de_servicos_de_publicidade_lei_12232,15,7138,0.000143,success
2026-02-28T01:15:43.977312,administrativo,marco_civil_da_internet_lei_12965,15,7186,0.000144,success
2026-02-28T01:15:44.679316,administrativo,marco_legal_da_micro_e_minigeracao_de_energia_lei_14300,23,10555,0.000211,success
2026-02-28T01:15:45.033304,administrativo,monumentos_arqueologicos_e_pre_historicos_lei_3924,8,3418,6.8e-05,success
2026-02-28T01:15:45.484387,administrativo,normas_gerais_relativas_a_concursos_publicos_lei_14965,8,3855,7.7e-05,success
2026-02-28T01:15:46.285658,administrativo,normas_relativas_a_transferencias_de_recursos_da_uniao_mediante_convenios_e_contratos_de_repasse_dec_6170,21,9542,0.000191,success
2026-02-28T01:15:47.350776,administrativo,novo_regulamento_do_pregao_eletronico_decreto_10024,25,12027,0.000241,success
2026-02-28T01:15:49.352732,administrativo,organizacao_da_presidencia_da_republica_lei_9649,68,31577,0.000632,success
2026-02-28T01:15:50.195385,administrativo,organizacoes_sociais_lei_9637,12,5500,0.00011,success
2026-02-28T01:15:50.915475,administrativo,oscip_lei_9790,11,5306,0.000106,success
2026-02-28T01:15:52.634800,administrativo,parcerias_voluntarias_lei_13019,53,25005,0.0005,success
2026-02-28T01:15:53.172979,administrativo,patrimonio_historico_e_cultural_dec_lei_25_de_1937,11,4951,9.9e-05,success
2026-02-28T01:15:53.579037,administrativo,politica_nacional_de_combate_a_perda_e_ao_desperdicio_de_alimentos_lei_15224,7,2984,6e-05,success
2026-02-28T01:15:54.913502,administrativo,politica_nacional_de_mobilidade_urbana_lei_12587,18,8771,0.000175,success
2026-02-28T01:15:55.702834,administrativo,portaria_agu_n_428_de_2019,10,4624,9.2e-05,success
2026-02-28T01:15:57.210682,administrativo,portaria_normativa_agu_n_46_de_2022,37,17637,0.000353,success
2026-02-28T01:15:58.018337,administrativo,ppp_s_lei_11079,27,12596,0.000252,success
2026-02-28T01:15:58.961656,administrativo,pregao_lei_10520,8,3462,6.9e-05,success
2026-02-28T01:15:59.346185,administrativo,prescricao_das_acoes_contra_fazenda_dec_lei_4597,1,486,1e-05,success
2026-02-28T01:15:59.686498,administrativo,prescricao_punitiva_lei_9873,3,1175,2.3e-05,success
2026-02-28T01:16:00.046213,administrativo,prescricao_quinquenal_dec_20_910,3,1016,2e-05,success
2026-02-28T01:16:00.701763,administrativo,procedimento_contraditorio_especial_de_rito_sumario_para_o_processo_de_desapropriacao_de_imovel_rural_lc_76,8,3554,7.1e-05,success
2026-02-28T01:16:02.165452,administrativo,processo_administrativo_lei_9784,30,14107,0.000282,success
2026-02-28T01:16:02.982754,administrativo,programa_casa_verde_e_amarela_lei_14118,11,5224,0.000104,success
2026-02-28T01:16:03.587326,administrativo,programa_de_parceria_de_investimentos_lei_13334,14,6550,0.000131,success
2026-02-28T01:16:05.074026,administrativo,programa_minha_casa_minha_vida_lei_11977,48,22136,0.000443,success
2026-02-28T01:16:06.284199,administrativo,programa_minha_casa_minha_vida_lei_14620,55,25962,0.000519,success
2026-02-28T01:16:06.975210,administrativo,programa_nacional_de_prestacao_de_servico_civil_voluntario_e_o_premio_portas_abertas_lei_14370,9,4165,8.3e-05,success
2026-02-28T01:16:07.313851,administrativo,regiao_integrada_de_desenvolvimento_do_distrito_federal_e_entorno_ride_df_lc_94,3,1048,2.1e-05,success
2026-02-28T01:16:07.674122,administrativo,regime_de_emprego_publico_da_administracao_federal_lei_9962,2,716,1.4e-05,success
2026-02-28T01:16:09.274117,administrativo,regime_diferenciado_de_contratacoes_publicas_rdc_lei_12462,45,21390,0.000428,success
2026-02-28T01:16:13.498987,administrativo,regime_juridico_dos_servidores_civis_da_uniao_lei_8112,0,0,0,error: Failed to ingest document regime_juridico_dos_serv
2026-02-28T01:16:13.992413,administrativo,registro_de_bens_culturais_de_natureza_imaterial_dec_3551_de_2000,3,1420,2.8e-05,success
2026-02-28T01:16:14.819124,administrativo,regula_a_zona_franca_de_manaus_dl_288,16,7263,0.000145,success
2026-02-28T01:16:15.539784,administrativo,regulamenta_a_analise_de_impacto_regulatorio_de_que_tratam_o_art_5_da_lei_13874_e_o_art_6_da_lei_13848_dec_10411,11,4977,0.0001,success
2026-02-28T01:16:16.210611,administrativo,regulamenta_a_contratacao_de_bens_e_servicos_de_informatica_e_automacao_dec_7174,7,3263,6.5e-05,success
2026-02-28T01:16:17.126639,administrativo,regulamenta_a_lei_11346_dec_7272,14,6577,0.000132,success
2026-02-28T01:16:18.467291,administrativo,regulamenta_a_lei_13303_dec_8945,40,19044,0.000381,success
2026-02-28T01:16:19.737358,administrativo,regulamenta_a_lei_anticorrupcao_que_dispoe_sobre_a_responsab_administ_e_civil_de_pj_pela_pratica_de_atos_contra_a_administr_pub_dec_11129,32,15259,0.000305,success
2026-02-28T01:16:20.962436,administrativo,regulamenta_a_lei_de_consorcios_publicos_dec_6017,22,10416,0.000208,success
2026-02-28T01:16:21.732648,administrativo,regulamenta_as_oscip_dec_3100,12,5564,0.000111,success
2026-02-28T01:16:22.356872,administrativo,regulamenta_o_4_do_art_1_e_o_art_2_da_lei_9_469_decreto_10201,4,1403,2.8e-05,success
2026-02-28T01:16:22.887714,administrativo,regulamenta_o_art_3_da_lei_de_licitacoes_dec_7746,6,2601,5.2e-05,success
2026-02-28T01:16:23.462274,administrativo,regulamenta_o_contrato_referido_no_8_do_art_37_da_cf_contrato_de_desempenho_lei_13934,4,1545,3.1e-05,success
2026-02-28T01:16:24.453522,administrativo,regulamenta_o_sistema_de_registro_de_precos_dec_7892,17,7835,0.000157,success
2026-02-28T01:16:24.854003,administrativo,regulamenta_pregao_entes_publ_ou_priv_nas_contrat_de_bens_e_serv_comuns_realizadas_decorrencia_de_transf_voluntarias_repasses_da_uniao_dec_5504,2,890,1.8e-05,success
2026-02-28T01:16:25.847896,administrativo,relicitacao_lei_13448,16,7479,0.00015,success
2026-02-28T01:16:26.549577,administrativo,reserva_as_pessoas_c_defic_aos_conc_publicos_dec_9508,7,3282,6.6e-05,success
2026-02-28T01:16:27.461047,administrativo,servicos_postais_lei_6538,15,7367,0.000147,success
2026-02-28T01:16:28.018179,administrativo,sistema_nacional_de_habitacao_de_interesse_social_snhis_lei_11124,14,6572,0.000131,success
2026-02-28T01:16:28.753829,administrativo,sistema_nacional_de_seguranca_alimentar_e_nutricional_sisan_lei_11346,7,3234,6.5e-05,success
2026-02-28T01:16:29.331290,administrativo,terceirizacao_do_servico_dec_9507,8,3623,7.2e-05,success
2026-02-28T01:16:29.758436,administrativo,transferencia_ex_offcio_do_servidor_publico_lei_9536,1,316,6e-06,success
2026-02-28T01:16:30.264866,ambiental,acesso_publico_aos_dados_e_informacoes_dos_orgaos_e_entidades_do_sisnama_lei_10650,3,1342,2.7e-05,success
2026-02-28T01:16:31.340250,ambiental,agencia_nacional_da_agua_ana_lei_9984,23,10721,0.000214,success
2026-02-28T01:16:31.917624,ambiental,agrotoxicos_lei_7802_revogada_pela_lei_14785,12,5497,0.00011,success
2026-02-28T01:16:32.648091,ambiental,aquisicao_de_imovel_rural_por_estrangeiro_resid_no_pais_ou_pess_juridica_estrangeira_autorizada_a_funcionar_no_brasil_lei_5709,7,2944,5.9e-05,success
2026-02-28T01:16:33.629286,ambiental,biosseguranca_lei_11105,22,10306,0.000206,success
2026-02-28T01:16:34.959943,ambiental,codigo_de_aguas_dec_24643,43,21232,0.000425,success
2026-02-28T01:16:35.625641,ambiental,codigo_de_caca_lei_5197,9,3980,8e-05,success
2026-02-28T01:16:36.845691,ambiental,codigo_de_minas_dl_227,44,20724,0.000414,success
2026-02-28T01:16:37.560295,ambiental,convencao_de_ramsar,10,4585,9.2e-05,success
2026-02-28T01:16:38.680093,ambiental,convencao_sobre_diversidade_biologica,32,14439,0.000289,success
2026-02-28T01:16:39.433388,ambiental,cria_fundo_nacional_sobre_a_mudanca_do_clima_lei_12114,6,2732,5.5e-05,success
2026-02-28T01:16:39.903868,ambiental,criacao_de_estacoes_economicas_e_areas_de_protecao_ambiental_lei_6902,4,1603,3.2e-05,success
2026-02-28T01:16:40.472956,ambiental,criacao_do_instituto_chico_mendes_lei_11516,12,5730,0.000115,success
2026-02-28T01:16:41.774403,ambiental,crimes_ambientais_lei_9605,39,17951,0.000359,success
2026-02-28T01:16:42.457343,ambiental,declaracao_de_estocolmo_1972,9,3991,8e-05,success
2026-02-28T01:16:43.059500,ambiental,declaracao_do_rio_de_janeiro_sobre_meio_ambiente_e_desenvolvimento_1992,7,2741,5.5e-05,success
2026-02-28T01:16:43.887497,ambiental,decreto_11599_de_2023,20,9194,0.000184,success
2026-02-28T01:16:44.571186,ambiental,decreto_2661_de_1998,8,3876,7.8e-05,success
2026-02-28T01:16:46.147695,ambiental,decreto_6514_de_2008,66,31542,0.000631,success
2026-02-28T01:16:47.269621,ambiental,decreto_imperial_1318_de_1854,26,11472,0.000229,success
2026-02-28T01:16:48.594885,ambiental,diretrizes_nacionais_de_saneamento_basico_lei_11445,60,27775,0.000556,success
2026-02-28T01:16:49.258984,ambiental,diretrizes_para_a_elaboracao_de_planos_de_adaptacao_a_mudanca_do_clima_lei_14904,6,2605,5.2e-05,success
2026-02-28T01:16:49.818163,ambiental,dispoe_sobre_a_protecao_das_cavidades_naturais_subterraneas_existentes_no_territorio_nacional_dec_10935,8,3535,7.1e-05,success
2026-02-28T01:16:50.145033,ambiental,dispoe_sobre_a_regulamentacao_do_art_2_viii_da_lei_da_politica_nacional_do_meio_ambiente_dec_97632,1,365,7e-06,success
2026-02-28T01:16:50.947105,ambiental,dispoe_sobre_o_sistema_do_car_dec_7830,12,5223,0.000104,success
2026-02-28T01:16:52.597478,ambiental,estatuto_da_terra_lei_4504,70,33169,0.000663,success
2026-02-28T01:16:53.323757,ambiental,exploracao_mineral_lei_7805,6,2825,5.6e-05,success
2026-02-28T01:16:53.891723,ambiental,fixa_normas_de_direito_agrario_lei_4947,11,4878,9.8e-05,success
2026-02-28T01:16:55.404105,ambiental,florestas_publicas_lei_11284,52,25047,0.000501,success
2026-02-28T01:16:55.919753,ambiental,fundo_nacional_do_meio_ambiente_lei_7797,4,1827,3.7e-05,success
2026-02-28T01:16:56.667808,ambiental,lancamento_de_oleo_lei_9966,17,7894,0.000158,success
2026-02-28T01:16:57.685479,ambiental,lei_14785,40,19014,0.00038,success
2026-02-28T01:16:58.370380,ambiental,lei_14993,25,11846,0.000237,success
2026-02-28T01:16:58.972322,ambiental,lei_de_atuacao_administrativa_cooperada_lc_140,19,8661,0.000173,success
2026-02-28T01:16:59.587332,ambiental,lei_dos_contratos_de_integracao_lei_13288,10,4697,9.4e-05,success
2026-02-28T01:17:01.073483,ambiental,lei_geral_do_licenciamento_ambiental_lei_15190,47,22153,0.000443,success
2026-02-28T01:17:02.049332,ambiental,mata_atlantica_lei_11428,17,7874,0.000157,success
2026-02-28T01:17:02.430152,ambiental,ministerio_do_meio_ambiente_desenvolvimento_rural,1,388,8e-06,success
2026-02-28T01:17:04.334617,ambiental,novo_codigo_florestal_lei_12651,73,34162,0.000683,success
2026-02-28T01:17:05.173126,ambiental,novo_marco_legal_do_saneamento_basico_lei_14026,52,24715,0.000494,success
2026-02-28T01:17:06.132355,ambiental,patrimonio_genetico_lei_13123,31,14584,0.000292,success
2026-02-28T01:17:06.523123,ambiental,plano_nacional_de_gerenciamento_costeiro_lei_7661,4,1888,3.8e-05,success
2026-02-28T01:17:07.012555,ambiental,politica_de_educacao_para_consumo_sustentavel_lei_13186,2,622,1.2e-05,success
2026-02-28T01:17:07.552185,ambiental,politica_nacional_da_agricultura_familiar_e_empreendimentos_familiares_rurais_lei_11326,3,1309,2.6e-05,success
2026-02-28T01:17:08.543834,ambiental,politica_nacional_de_biocombustiveis_lei_13576,19,8713,0.000174,success
2026-02-28T01:17:09.024517,ambiental,politica_nacional_de_combate_a_desertificacao_e_da_mitigacao_dos_efeitos_da_seca_lei_13153,8,3786,7.6e-05,success
2026-02-28T01:17:09.644559,ambiental,politica_nacional_de_desenvolvimento_sustentavel_da_aquicultura_e_da_pesca_lei_11959,14,6946,0.000139,success
2026-02-28T01:17:10.388853,ambiental,politica_nacional_de_direitos_das_populacoes_atingidas_por_barragens_lei_14755,7,3063,6.1e-05,success
2026-02-28T01:17:10.954946,ambiental,politica_nacional_de_educacao_ambiental_lei_9795,9,4344,8.7e-05,success
2026-02-28T01:17:11.874247,ambiental,politica_nacional_de_gestao_territorial_e_ambiental_quilombola_e_o_seu_comite_gestor_decreto_11786,16,7595,0.000152,success
2026-02-28T01:17:13.049482,ambiental,politica_nacional_de_manejo_integrado_do_fogo_lei_14944,25,11890,0.000238,success
2026-02-28T01:17:13.970442,ambiental,politica_nacional_de_pagamento_por_servicos_ambientais_lei_14119,13,6160,0.000123,success
2026-02-28T01:17:14.928541,ambiental,politica_nacional_de_protecao_e_defesa_civil_lei_12608,26,12317,0.000246,success
2026-02-28T01:17:15.383263,ambiental,politica_nacional_de_qualidade_do_ar_lei_14850,10,4821,9.6e-05,success
2026-02-28T01:17:16.364014,ambiental,politica_nacional_de_seguranca_de_barragens_lei_12334,25,11756,0.000235,success
2026-02-28T01:17:17.421417,ambiental,politica_nacional_do_meio_ambiente_lei_6938,27,12317,0.000246,success
2026-02-28T01:17:18.602772,ambiental,politica_nacional_dos_recursos_hidricos_lei_9433,21,10268,0.000205,success
2026-02-28T01:17:19.660815,ambiental,politica_nacional_dos_residuos_solidos_lei_12305,39,18267,0.000365,success
2026-02-28T01:17:20.056508,ambiental,politica_nacional_sobre_mudanca_do_clima_lei_12187,9,3976,8e-05,success
2026-02-28T01:17:21.986026,ambiental,principios_e_diretrizes_para_a_implementacao_da_politica_nacional_de_biodiversidade_dec_4339,48,23042,0.000461,success
2026-02-28T01:17:22.386333,ambiental,procedimentos_para_o_uso_cientifico_de_animais_lei_11794,10,4920,9.8e-05,success
2026-02-28T01:17:22.853800,ambiental,programa_cidades_verdes_resilientes_decreto_12041,2,966,1.9e-05,success
2026-02-28T01:17:23.699576,ambiental,programa_mobilidade_verde_e_inovacao_programa_mover_lei_14902,28,13032,0.000261,success
2026-02-28T01:17:24.416387,ambiental,programa_nacional_de_conservacao_e_uso_sustentavel_dos_manguezais_do_brasil_decreto_12045,10,4430,8.9e-05,success
2026-02-28T01:17:24.754086,ambiental,programa_nacional_de_florestas_produtivas_decreto_12087,3,1253,2.5e-05,success
2026-02-28T01:17:25.282689,ambiental,programa_selo_verde_brasil_decreto_12063,3,1148,2.3e-05,success
2026-02-28T01:17:26.320900,ambiental,programa_terra_legal_amazonia_lei_11952,23,10868,0.000217,success
2026-02-28T01:17:27.661413,ambiental,promulga_o_protocolo_de_cartagena_sobre_biosseguranca_da_convencao_sobre_diversidade_biologica_dec_5705,35,16290,0.000326,success
2026-02-28T01:17:28.129621,ambiental,protoc_de_nagoia_sobre_acesso_a_rec_geneticos_e_repart_justa_e_equitativa_dos_benefic_derivados_de_sua_utilizacao_a_conv_sobre_diversidade_biologica,2,842,1.7e-05,success
2026-02-28T01:17:28.642992,ambiental,protocolo_de_cartagena_sobre_biosseguranca,3,1350,2.7e-05,success
2026-02-28T01:17:29.813111,ambiental,protocolo_de_quioto,34,14587,0.000292,success
2026-02-28T01:17:31.067490,ambiental,regulamenta_a_lei_11428_dec_6660_de_2008,28,12967,0.000259,success
2026-02-28T01:17:32.098649,ambiental,regulamenta_a_lei_6902_e_lei_6938_dec_99274_de_1990,19,9151,0.000183,success
2026-02-28T01:17:33.322162,ambiental,regulamenta_a_lei_8629_e_lei_13001_para_dispor_sobre_o_proc_de_selecao_perman_e_titulacao_das_familias_benefic_do_programa_nacional_de_reforma_agraria_dec_9311,28,13333,0.000267,success
2026-02-28T01:17:35.078400,ambiental,regulamenta_a_lei_de_agrotoxicos_dec_4074_de_2002,70,33811,0.000676,success
2026-02-28T01:17:36.366496,ambiental,regulamenta_a_lei_de_residuos_solidos_decreto_7404_de_2010,36,17037,0.000341,success
2026-02-28T01:17:37.142464,ambiental,regulamenta_a_obrigacao_de_inscricao_no_ctf_de_atividades_potencialmente_poluidoras_e_utilizadoras_de_recursos_ambientais_in_13_de_2021_do_ibama,28,13204,0.000264,success
2026-02-28T01:17:38.288053,ambiental,regulamenta_a_politica_nacional_de_residuos_solidos_dec_10936,36,17112,0.000342,success
2026-02-28T01:17:38.816129,ambiental,regulamenta_a_snuc_dec_4340,15,6982,0.00014,success
2026-02-28T01:17:39.570014,ambiental,regulamenta_a_snuc_dec_5746,9,4019,8e-05,success
2026-02-28T01:17:40.491173,ambiental,regulamenta_em_ambito_federal_a_lei_11284_decreto_12046,21,9863,0.000197,success
2026-02-28T01:17:42.168722,ambiental,regulamenta_lei_13_123_que_dispoe_sobre_o_patrimonio_genetico_dec_8772,68,32955,0.000659,success
2026-02-28T01:17:43.451151,ambiental,regulamenta_o_art_32_2_e_art_33_1_da_lei_de_residuos_solidos_e_institui_sist_de_logist_reversa_de_embalagens_de_vidro_dec_11300,41,19159,0.000383,success
2026-02-28T01:17:44.024669,ambiental,regulamenta_o_art_9_ii_da_lei_6938_dec_4297,10,4766,9.5e-05,success
2026-02-28T01:17:44.720229,ambiental,regulamenta_o_cra_instituida_pelo_art_44_do_novo_codigo_florestal_dec_9640,15,7045,0.000141,success
2026-02-28T01:17:45.205119,ambiental,regulamenta_o_destino_dos_rejeitos_radioativos_no_pais_lei_10308,7,3242,6.5e-05,success
2026-02-28T01:17:46.365433,ambiental,regulamenta_o_dl_n_227_lei_6_567_lei_7_805_e_lei_n_13_575,27,13079,0.000262,success
2026-02-28T01:17:47.603010,ambiental,regulamenta_o_estatuto_da_terra_e_trata_sobre_contratos_agrarios_dec_59566,29,13673,0.000273,success
2026-02-28T01:17:49.162003,ambiental,regularizacao_administracao_aforamento_e_alienacao_de_bens_imoveis_de_dominio_da_uniao_lei_9636,57,26320,0.000526,success
2026-02-28T01:17:51.336553,ambiental,regularizacao_fundiaria_rural_e_urbana_lei_13465,108,51117,0.001022,success
2026-02-28T01:17:51.669610,ambiental,relatorio_brundtland_nosso_futuro_comum,3,1218,2.4e-05,success
2026-02-28T01:17:52.365129,ambiental,reparticao_geral_de_terras_publicas_dec_1814_de_1854,26,11469,0.000229,success
2026-02-28T01:17:52.789360,ambiental,resolucao_01_de_1986_do_conama,9,3795,7.6e-05,success
2026-02-28T01:17:53.133187,ambiental,resolucao_09_de_1987_do_conama,1,47,1e-06,success
2026-02-28T01:17:53.620071,ambiental,resolucao_09_de_1990_do_conama,3,1303,2.6e-05,success
2026-02-28T01:17:53.943189,ambiental,resolucao_237_de_1997_do_conama,1,47,1e-06,success
2026-02-28T01:17:54.461923,ambiental,resolucao_23_de_1994_do_conama,4,1951,3.9e-05,success
2026-02-28T01:17:54.476230,ambiental,resolucao_279_de_2001_do_conama,1,0,0.0,success
2026-02-28T01:17:54.998756,ambiental,resolucao_302_de_2002_do_conama,5,2257,4.5e-05,success
2026-02-28T01:17:55.698540,ambiental,resolucao_312_de_2002_do_conama,8,3663,7.3e-05,success
2026-02-28T01:17:56.475532,ambiental,resolucao_369_de_2006_do_conama,15,6973,0.000139,success
2026-02-28T01:17:57.259270,ambiental,resolucao_371_de_2006_do_conama,7,3198,6.4e-05,success
