timestamp,documento,arquivo,chunks,tokens,custo_usd,marca_concurso_count,marca_stf_count,marca_stj_count,bancas_top_5,anos_top_5,status
2026-02-28T01:09:36.896554,drogas_lei_11_343,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/drogas_lei_11_343.docx,54,24926,0.000499,0,0,0,,,success
2026-02-28T01:09:37.873406,estatuto_do_desarmamento_lei_10_826,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/estatuto_do_desarmamento_lei_10_826.docx,23,10582,0.000212,0,0,0,,,success
2026-02-28T01:09:38.226512,formulario_nacional_de_avaliacao_de_risco_a_ser_aplicado_a_mulher_vitima_de_violencia_domestica_e_familiar_lei_14149,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/formulario_nacional_de_avaliacao_de_risco_a_ser_aplicado_a_mulher_vitima_de_violencia_domestica_e_familiar_lei_14149.docx,2,572,1.1e-05,0,0,0,,,success
2026-02-28T01:09:38.823317,fundo_de_prevencao_de_recuperacao_e_de_combate_as_drogas_lei_7560,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/fundo_de_prevencao_de_recuperacao_e_de_combate_as_drogas_lei_7560.docx,6,2473,4.9e-05,0,0,0,,,success
2026-02-28T01:09:39.532543,interceptacao_telefonica_lei_9296,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/interceptacao_telefonica_lei_9296.docx,8,3409,6.8e-05,0,0,0,,,success
2026-02-28T01:09:40.783354,lavagem_de_dinheiro_lei_9613,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/lavagem_de_dinheiro_lei_9613.docx,21,9668,0.000193,0,0,0,,,success
2026-02-28T01:09:41.184212,lei_10028,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/lei_10028.docx,6,2769,5.5e-05,0,0,0,,,success
2026-02-28T01:09:41.837521,lei_14899,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/lei_14899.docx,4,1577,3.2e-05,0,0,0,,,success
2026-02-28T01:09:42.508649,lei_antiterrorismo_lei_13260,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/lei_antiterrorismo_lei_13260.docx,6,2613,5.2e-05,0,0,0,,,success
2026-02-28T01:09:43.071682,lei_da_anistia_lei_6683,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/lei_da_anistia_lei_6683.docx,4,1635,3.3e-05,0,0,0,,,success
2026-02-28T01:09:43.455170,lei_da_discriminacao_no_emprego_lei_9029,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/lei_da_discriminacao_no_emprego_lei_9029.docx,2,853,1.7e-05,0,0,0,,,success
2026-02-28T01:09:44.146642,lei_de_introducao_ao_codigo_penal,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/lei_de_introducao_ao_codigo_penal.docx,5,2149,4.3e-05,0,0,0,,,success
2026-02-28T01:09:44.478662,lei_de_minas_terrestres_antipessoal_lei_10300,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/lei_de_minas_terrestres_antipessoal_lei_10300.docx,2,707,1.4e-05,0,0,0,,,success
2026-02-28T01:09:45.127671,lei_do_julgamento_colegiado_de_juizes_de_primeiro_grau_lei_12_694,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/lei_do_julgamento_colegiado_de_juizes_de_primeiro_grau_lei_12_694.docx,9,3850,7.7e-05,0,0,0,,,success
2026-02-28T01:09:46.753042,maria_da_penha_lei_11_340,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/maria_da_penha_lei_11_340.docx,29,13340,0.000267,0,0,0,,,success
2026-02-28T01:09:47.584909,preconceito_racial_lei_7716,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/preconceito_racial_lei_7716.docx,7,2926,5.9e-05,0,0,0,,,success
2026-02-28T01:09:48.263949,prevencao_ao_trafico_interno_e_internacional_de_pessoas_lei_13344,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/prevencao_ao_trafico_interno_e_internacional_de_pessoas_lei_13344.docx,8,3582,7.2e-05,0,0,0,,,success
2026-02-28T01:09:48.835447,programa_de_cooperacao_sinal_vermelho_contra_a_violencia_domestica_lei_14188,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/programa_de_cooperacao_sinal_vermelho_contra_a_violencia_domestica_lei_14188.docx,2,956,1.9e-05,0,0,0,,,success
2026-02-28T01:09:49.458662,protocolo_nao_e_nao_lei_14786,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/protocolo_nao_e_nao_lei_14786.docx,4,1843,3.7e-05,0,0,0,,,success
2026-02-28T01:09:50.291046,regulamenta_o_estatuto_do_desarmamento_dec_9845,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/regulamenta_o_estatuto_do_desarmamento_dec_9845.docx,9,4159,8.3e-05,0,0,0,,,success
2026-02-28T01:09:50.954013,regulamenta_o_estatuto_do_desarmamento_dec_9846,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/regulamenta_o_estatuto_do_desarmamento_dec_9846.docx,12,5446,0.000109,0,0,0,,,success
2026-02-28T01:09:52.401142,regulamenta_o_estatuto_do_desarmamento_dec_9847,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/regulamenta_o_estatuto_do_desarmamento_dec_9847.docx,41,19148,0.000383,0,0,0,,,success
2026-02-28T01:09:53.484178,resolucao_03_de_2020_do_conselho_nacional_de_politicas_sobre_drogas,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/resolucao_03_de_2020_do_conselho_nacional_de_politicas_sobre_drogas.docx,19,8874,0.000177,0,0,0,,,success
2026-02-28T01:09:54.179809,responsabilidade_dos_prefeitos_e_vereadores_dec_lei_201,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/responsabilidade_dos_prefeitos_e_vereadores_dec_lei_201.docx,10,4401,8.8e-05,0,0,0,,,success
2026-02-28T01:09:54.789076,seguranca_nacional_lei_7170,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/seguranca_nacional_lei_7170.docx,8,3558,7.1e-05,0,0,0,,,success
2026-02-28T01:09:55.281622,tortura_lei_9455,/Users/gabrielramos/Downloads/docs_rag/legislacao_grifada_e_anotada_atualiz_em_01_01_2026/penal/tortura_lei_9455.docx,4,1497,3e-05,0,0,0,,,success
